Review ID,Reviewer's Profile,Reviewer's Name,Review Title,Review Rating,Review Date,Review Badge,Review Content,Review Images,Product URL
R1F1BGOLBRM1GT,https://www.amazon.com/gp/profile/amzn1.account.AFQSJRW3KWHMAP6G...,KENETT WIILIAMS,Works great but…. The battery doesnt stay charged,3.0 out of 5 stars,"Reviewed in the United States on December 21, 2025",Verified Purchase,"Vacuum works great but battery doesn’t last long, have to rechar...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2471ZVXG985J3,https://www.amazon.com/gp/profile/amzn1.account.AFZ3WYISZGB5D7C2...,kimberly,Works ok for price,3.0 out of 5 stars,"Reviewed in the United States on December 24, 2025",Verified Purchase,Kinda crappy suction,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R5RA2AFFDEN4K,https://www.amazon.com/gp/profile/amzn1.account.AHR4ROV6DWOKGYYG...,Allisdivine,Not a fan of carpet,3.0 out of 5 stars,"Reviewed in the United States on January 14, 2026",,"Great on hardwood floors, not much suction on carpet (even on hi...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R27O3F6KBG4W6Z,https://www.amazon.com/gp/profile/amzn1.account.AGFX4AUAVDLVMRCO...,Thrasher,Not worth the $,2.0 out of 5 stars,"Reviewed in the United States on January 14, 2026",Verified Purchase,Run away. This is the most miserable vacuum I have ever used. Th...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R11PAJW9MBDWF,https://www.amazon.com/gp/profile/amzn1.account.AEI5E6AS54LSVESS...,Lisa C,Very low suction-kinda like a kids toy honestly,2.0 out of 5 stars,"Reviewed in the United States on December 31, 2025",Verified Purchase,I do not enjoy writing low-grade or poor reviews of items. I hav...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R1GMIBR1327OC8,https://www.amazon.com/gp/profile/amzn1.account.AG2J6D67KLHIYZR6...,Adrienne Morgan,Cordless vacuum cleaner,2.0 out of 5 stars,"Reviewed in the United States on January 13, 2026",Verified Purchase,When I got the second one this one is fine but the first one I g...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2CIWK5M2QRC5S,https://www.amazon.com/gp/profile/amzn1.account.AFCXRJE6WTDTTICB...,Teeavilnor,Extremely Light Weight !,2.0 out of 5 stars,"Reviewed in the United States on December 30, 2025",Verified Purchase,"I returned mine, it is so lightweight that there is hardly any s...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R93FRGSDDFU2S,https://www.amazon.com/gp/profile/amzn1.account.AGLNUNJPYZDYGB64...,Amber,Blah,2.0 out of 5 stars,"Reviewed in the United States on December 29, 2025",Verified Purchase,This vacuum works if you don’t mind having a cheap one. Plastic ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2VOHLLSI3H13G,https://www.amazon.com/gp/profile/amzn1.account.AGKO7UJV5GMR2CQR...,K. Snyder,Don’t waste your money,2.0 out of 5 stars,"Reviewed in the United States on December 3, 2025",,I have owned a couple of no-name stick vacuums and this one has ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2HZNMEP9868U9,https://www.amazon.com/gp/profile/amzn1.account.AFWWBJIUZBWE4W7S...,Sharla,Lousy customer service,1.0 out of 5 stars,"Reviewed in the United States on December 31, 2025",Verified Purchase,"Good suction and very convenient. However, the battery is quite ...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R1BGZACC37J4MB,https://www.amazon.com/gp/profile/amzn1.account.AHH7IQ5DNB47FG66...,"Corinne Patrone,Agrell",Refund I definitely want a refund,1.0 out of 5 stars,"Reviewed in the United States on January 5, 2026",Verified Purchase,Horrible it arrived with a bunch of dents in it. The battery onl...,https://m.media-amazon.com/images/I/61jICRCjjfL._SL1000.jpg http...,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R2TWHCHO2R6FPD,https://www.amazon.com/gp/profile/amzn1.account.AG5VJVH7JVJMI4FQ...,Deanna Bass,Terrible,1.0 out of 5 stars,"Reviewed in the United States on January 10, 2026",Verified Purchase,Do not waste your money like I did. The battery only last 20 min...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R109I31HB7OI4E,https://www.amazon.com/gp/profile/amzn1.account.AGWMCK5VQF6MLWCS...,Terri Doyle,Disappointed,1.0 out of 5 stars,"Reviewed in the United States on January 9, 2026",Verified Purchase,I will get it one star due to ease of assembly….I am not impress...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R3CZJU7PNGLHTS,https://www.amazon.com/gp/profile/amzn1.account.AGUYAUAUB7BZLBAS...,Kells,Do not buy,1.0 out of 5 stars,"Reviewed in the United States on January 7, 2026",Verified Purchase,Wish I could give zero star. What ever you do do not buy. I am w...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RFW9EZEOTT9E8,https://www.amazon.com/gp/profile/amzn1.account.AFSMZVN2XQIORNCA...,JO ANN,PPoor suck er,1.0 out of 5 stars,"Reviewed in the United States on December 18, 2025",Verified Purchase,TThis vacuum is a toy. It has absolutely no suction. I will let ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R35PFKK1S0QRLQ,https://www.amazon.com/gp/profile/amzn1.account.AHWUCP4XRZMDRELG...,jennifer,Terrible,1.0 out of 5 stars,"Reviewed in the United States on December 30, 2025",Verified Purchase,Do not waste your money on this. It has absolutely no suction po...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R295Y37DQN8KBU,https://www.amazon.com/gp/profile/amzn1.account.AETP2SUU6CM7VCSN...,Folsom Retiree,No replacement batteries available,1.0 out of 5 stars,"Reviewed in the United States on December 6, 2025",Verified Purchase,"Run time is not that great and the company, when contacted, have...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RV3L6L2ILDJOJ,https://www.amazon.com/gp/profile/amzn1.account.AEXCAIGOD3YCJVFG...,bonny,Not useable,1.0 out of 5 stars,"Reviewed in the United States on January 2, 2026",Verified Purchase,This vacuum stopped working after one use. Tried to contact the ...,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R259GUGH04HMTW,https://www.amazon.com/gp/profile/amzn1.account.AGHJGRS6IHOD7EDF...,Pat,Vacuum didn't work for long,1.0 out of 5 stars,"Reviewed in the United States on December 10, 2025",Verified Purchase,Battery is faulty twice,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
RGNN5VQ85BQSH,https://www.amazon.com/gp/profile/amzn1.account.AEHJPDIR2XA6SLR6...,NAPSAQ!,Cheap quality,1.0 out of 5 stars,"Reviewed in the United States on December 28, 2025",,"Received as a gift, but then returned. The spinner brush stops s...",,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
R16MUVE1JZA4J4,https://www.amazon.com/gp/profile/amzn1.account.AH6TXL6FVCRGOKPF...,steve,Don't buy this!,1.0 out of 5 stars,"Reviewed in the United States on December 9, 2025",,I bought this through wiki deals for around $37. Don't buy this....,,https://www.amazon.com/MHRMHR-Cordless-Bendable-Lightweight-Rech...
